GID99999990	// Fallout: New Vegas Japanese Language Data 
GID99999991	// File Name: fonvj_dlc03_dialogue_ja.txt 
GID99999992	// Output Date: 2015-11-06 14:02:02 JST 
GID99999993	// Fallout: New Vegas - Japanese Translation Team http://fonvj.ngnl.org/ 
GID00088842	ああ、ほらよ。
GID00088843	すまない、今日はこれまでだ。また明日試してくれ。
GID00088844	私はあなたのそんな話が好きだ。インターフェースを立ち上げ、あなたのために起動させてください。
GID00088845	すばらしい、市民よ!さぁ、私のインターフェースにその大量の扇動的物質を投入するのだ。直ぐさま貴方に綺麗で清潔な本を差し上げよう!
GID00088846	それは貴方を幸せで素直なままにさせないのではないかな、市民よ?
GID00088847	喜んでといいたいけど、残念ね。その研究のデータは失われてしまったの。もしSmart Lightsを使いたいなら、バックアップを見つけなくてはいけないわ。
GID00088848	もちろんできますとも!
GID00088849	あの向こうの照明スイッチと違って、私は優秀なのよ。あなたのために是非ライトをつけたいわ。
GID00088850	ああ…まあ、とても親切にありがとう。きっといつかの夜には私たちは…法則を議論できるかな?
GID00088851	ああ…まあ、とても親切にありがとう。きっといつかの夜には私たちは…法則を議論できるかな?
GID00088852	ああ…喜んで、でも私はプログラムを持ってないのよ。実験のすべてのデータは失われたの。
GID00088853	あなたは外の汚らわしい古いクレーターへ出て、バックアップのコピーを探さなくてはならないと思うわ。
GID00088854	あなたは私ができる方に賭けるのね!
GID00088855	もちろんできるとも!他の放浪者がするよりマシにできる、でしょ?
GID00088856	もう、あなたったら!他の照明スイッチみんなに同じことを言うんでしょう!
GID00088857	もう、あなたったら!他の照明スイッチみんなに同じことを言うんでしょう!
GID00088858	まあ、まあ…何を捕まえたんだ?また無実のかわいいトースターか。おいで、傷つけたりしない…ハァ!掴まえた!
GID00088859	ああ、いい。こぼれる電子的な内臓の甘い香り、はじけるダイオード ― 俺はこのために生きてるぜ!
GID00088860	口の利き方に気をつけることを勧めるよ、LOBOTOMITE。
GID00088861	さあ…“君の”脳だ。渡すんだ。さもなくばもう一度摘出するかね。
GID00088862	何?君が?君の生存、ましてや成功など、私の計画にはほとんど登録されておらん。
GID00088863	さて、私のすることは私の通信データバンクを調べることだけだ、Mobiusはいつも異常な呼びかけでそれをいっぱいにしているからな…
GID00088864	おお、いいぞ、図解があった、君の言うとおりだ。なんて正直なんだ。
GID00088865	あー、まあ…それはいいね。私たちは戦うことになっているのかな?私は全く戦う気がないが…うん、この機械で伝えるのは難しいね。
GID00088866	あれ…点けっぱなしだった?電源が落ちたんだと思ってた…何かが停電を起こしてたんじゃないかとね。
GID00088867	あぁ素晴らしい、お互い気づいたようだね? クッキーでもどうだい?
GID00088868	うー! そこへ這い戻るだって? 狂ってるのか? 私には君がどこに居たのかも分からないのに!
GID00088869	私が知る限り、あんたは病気まみれで、愉快な頭の傷に詰め物をするような事態を引き寄せてるように思えるね!
GID00088870	ちょっと前みたいに、あんたの頭から流れ出るためだけに這って頭に戻ろうとは思わないね!
GID00088871	さて…あんたは私をよぉく納得させてくれた。それが最終選択なら、あんたの身体に再び戻るよ。
GID00088872	残念ながら、我々がその手順を踏む前に、問題がある。
GID00088873	あんたの頭蓋骨に収まって、やっかいな神経端末を繋ぎ直そうにも、Dr.Mobius は道具をここに揃えてないんだ。
GID00088874	我々は Dr.Klein のラボを使わなきゃならないが、奴らはむしろそれを使わせたがらないんじゃないかと思ってる。
GID00088875	私には選択肢がないと確信している。グッバイ平和と癒しの脳の殻、そして、ハロー頭の傷やサソリたちよ。
GID00088876	そうだ!見てろよ、Think Tank!脳様が容器から出てきてやったぞ!
GID00088877	私はあんたに嘘をつくつもりは無い、見通しは確実にそんなに魅力的じゃない。
GID00088878	私の見解を言わせてもらおう。ここは平和で、静かで、安全だ…凶暴なサソリ以外はね。
GID00088879	あんたの頭の中で、私は毒や放射能、気味の悪い傷を負い、また生物学的機能を持っていた。
GID00088880	あんたが絶えず小便をする場所を探したりしなければ、どれだけの事が出来るか知ってるかい?かなり沢山の事ができると断言してやるよ。
GID00088881	あぁ、すごい、素晴らしい充足感だ! 君の為にできるだけ早く分解することにするよ!
GID00088882	もちろんそうだろうな。持ってるはずないだろ?君はマグカップに執着する狂ったロボットじゃあないんだ。君にとってはただの無価値なガラクタだもんな。
GID00088883	Dr.Mobiusと私は人間の認知を高めるための光の水準についての調査に深く関与していたのよ。
GID00088884	私はDr.Mobiusの...個人的なアシスタントだった!私たちは研究していた...ウム...あー、撮影を、何だっけ?
GID00088885	ああ、そう! ライトニング! いや、いや、待って、ええと...ライティング。そうだった。照明がどの程度ヒューマンインタラクションに影響を与えるか。
GID00088886	その取り決めに賛成だね。あまり頭に穴を空けられないようにしろよ、いいな? そこに戻る気になるかもしれくもないんだからな。
GID00088887	ああ、いや、あんたにこの手間は必要ない。あんたは自分の脳に対処するために傷ついた肉から血を吸う織り布のように忙しいだから!
GID00088888	コホン...私はあなたの頭にいるのが嫌だったという訳じゃない、わかってくれ。頭がどこかへ行っても、とても素晴らしいものだったんだ。
GID00088889	それじゃあ。今はここでお別れとしようじゃないか。このあとは何をするんだ?
GID00088890	ああ...彼女ね。信じて子猫ちゃん、あのひどく冷たい氷の女王のことは考えないほうがいいわ。
GID00088891	[成功] @@[#-????-#]@@! @@[*.......]@@... @@[$((*&^#%]@@.音声:「なぜ、はい、それは正しいです。よくやった」
GID00088892	[失敗] @@[$((*&^#%]@@. @@[*.......]@@... @@[$((*&^#%]@@.音声:「おそらくあなたが理解することは期待できない」
GID00088893	[成功] @@[#-????-#]@@! @@[*.......]@@... @@[$((*&^#%]@@.音声:「なぜ、はい、それは正しいです。よくやった」
GID00088894	[失敗] @@[$((*&^#%]@@. @@[*.......]@@... @@[$((*&^#%]@@.音声:「おそらくあなたが理解することは期待できない」
GID00088895	@@[*.......]@@... @@[#-!!!!-#]@@!
GID00088896	@@[*.......]@@... @@[$((*&^#%]@@.
