GID99999990	// Fallout: New Vegas Japanese Language Data 
GID99999991	// File Name: fonvj_dlc01_dialogue_en.txt 
GID99999992	// Output Date: 2015-11-06 14:02:02 JST 
GID99999993	// Fallout: New Vegas - Japanese Translation Team http://fonvj.ngnl.org/ 
GID00077068	[Christine nods gratefully. She glances in the direction of the terminal, looks at you, smiles, gives a thumbs up.]
GID00077069	Supposed to be the Grand Opening of the Sierra Madre. Lot of lights, music, the works.
GID00077070	And he's going to use the Gala Event... to open the casino? But... that's... interesting.
GID00077071	Unless you get some Hologram guards lit up in the courtyard below? No dice.
GID00077072	Whoa, whoa, whoa... in the middle of town here? Alone? On a rooftop, with a big lightshow in the air?
GID00077073	Tell you what - why don't you just find one of those Cosmic steak knives so I can slit my wrists, be less painful checking out that way.
GID00077074	Yeah, now. Talk about a captive audience. Or captive entertainer? Eh - whatever.
GID00077075	Stupid? No, playing it smart. You're the dumb one, waltzing in here without realizing who the headliner is.
GID00077076	I can take a chump like you even if I didn't have eight lives lined up behind me, and a rising soundtrack. So put your dancing shoes on - let's go.
GID00077077	No idea... woke up here, thought I was dreaming for a second... right back on stage, the mic...
GID00077078	Thought I was back at the Fronds... well, except no audience, used to pack theaters back then... so stepped up on the stage, check things out...
GID00077079	Then suddenly Holograms walked out of the wings... and they started raising their hands to their heads all creepy-like, not a good sign.
GID00077080	No... looks like a rooftop in Puesta del Sol. In better days, nice view. Now? It's the last place anyone wants to stand when this event goes off.
GID00077081	That place during Spring, Summer, and Fall, a little bit in Winter, is a prime resort spot for Ghost People. Not the best of neighborhoods.
GID00077082	If we're going there, I'm not going alone. And if you have any bright ideas about telling me to stroll over there - or leave me there? No thanks.
GID00077083	No... no, no... I'm not leaving this spot. Why dirty my hands when the Sierra Madre can kill you for me?
GID00077084	Time for a little show - I'll just grab a seat and watch how this plays out from backstage. Security can handle it from here.
GID00077085	Look, I'm more about the short goodbyes than long thankful speeches... but I appreciate you bailing me out of a tight spot there - partner.
GID00077086	I know you didn't do it out of the goodness of your heart. So let me give you something a little more practical - a way we both come out ahead.
GID00077087	I know you didn't do it out of the goodness of your heart. So... instead of empty words and a flourish, let me give you something more useful.
GID00077088	No, I'm not. I'll get out in time - you won't. Once I kill you, exit stage left, and my collar will go quiet.
GID00077089	You think I'm the bad guy here? I'm not the one slapping bomb collars on innocent folks and flicking the switch.
GID00077090	And I'm not stabbing you in the back. I was facing you all the time. This heist? I planned it lifetimes ago. You and that old man? Tourists.
GID00077091	I was already was halfway off the rooftop, through the service tunnel and making a break for the gate before the light show started...
GID00077092	...and before Vera finished her Gala speech... I knew what'd happen with "music" in the streets and lights in the sky... Ghost People. Lots of them.
GID00077093	Also meant the front gate was open, and no way was I missing it after all these years. Then... I walk in... and...
GID00077094	Me? I was halfway off the rooftop, through the service tunnel and bee-lining for the gate before the light show started...
GID00077095	...and before Vera finished her Gala speech... I knew what'd happen with "music" in the streets and lights in the sky... Ghost People. Lots of them.
GID00077096	But that was your problem. Anyway, front gate was open, no way I was letting you get in first. I walk in... there's a flash... and I'm here.
GID00077097	Must have been Sinclair's security... he always had a thing about letting any threats into the casino. Security system's twitchy that way.
GID00077098	Me, though, I'm a guest here, so I guess I got the royal treatment after all.
GID00077099	Good. If necessary, I will guide you through the Villa's broadcast systems - if you get lost, return here, and I'll direct you.
GID00077100	I've downloaded instructions on an audio log to your Pip-Boy in case you can't read... if you forget why you're here, let my voice remind you.
GID00077101	Then go. The Sierra Madre may wait... I will not.
GID00077102	I am short on patience. And you are short on time.
GID00077103	Ask.
GID00077104	I've downloaded the instructions and markers on your Pip-Boy... in case you forget. And yes, I have access to that device on your wrist.
GID00077105	Get the other three here, after that... I'll have more instructions for you.
GID00077106	Do this, I'll let you go. I'll let all of you go.
GID00077107	[Christine glances at the elevator, her expression becomes worried, then she looks back at you, then reluctantly shakes her head.]
GID00077108	[She frowns, then makes a motion as if typing at keys... then she points at you, raises her left wrist and pantomimes talking into it.]
GID00077109	[She points at you, then her, looks right and left, raises two fingers, tries to type, pauses, and slowly shakes her head.]
GID00077110	[She smiles humorlessly. She then nods once slowly. Then she shakes her head slowly.]
GID00077111	[She then looks at you, her face wrinkled in a humorless smile.]
GID00077112	[She points in the direction of the main gate. Then points at your collar, shakes her head, and locks her hands around her neck.]
GID00077113	[Then her hands lash outwards, fingers splayed and she rolls her eyes back. After a second she turns back to you shakes her head.]
GID00077114	[SUCCEEDED] [She nods... slowly, then puts her hand in front her throat, closes it slowly, then points at you.]
GID00077115	[FAILED] [She frowns, narrows her eyes, and looks at you.]
GID00077116	[She moves her finger in a circle, frowns, then drags her hand down over her eyes. She raises them again, points to you.]
GID00077117	Tourists, you bet. They don't stay long... and they don't stay alive long.
GID00077118	If they survive the Cloud, the Ghost People, the traps, then greed takes over, and they start sizing each other up for funeral suits.
GID00077119	"Alive's" a tricky word. The locals, the Ghost People? Not sure it applies to them.
GID00077120	They're a little... uncivilized. They don't talk much. As in, at all.
GID00077121	Why? Survival. I still needed to leave the Residential Area to scrounge up supplies, and I don't like taking chances.
GID00077122	The Villa's dangerous. So I left weapons and stims in case I got in a tight spot. Then, of course, you show up, putting your mitts on everything.
GID00077123	I suppose this qualifies as an emergency, so I'm not complaining. Much.
GID00077124	[Christine shakes her head, then pauses, and makes a small circle with her thumb and forefinger.]
GID00077125	[She points at you, and makes the motion of putting something in her palm.]
GID00077126	[SUCCEEDED] [Christine frowns, then pauses and traces one of the scars on her head with her finger.]
GID00077127	[She then makes a motion as if picking up a pencil, tries to write, then shakes her head.]
GID00077128	[FAILED] [Christine nods, frowns, then points at you, then points West. Then she glares at you.]
GID00077129	[Christine draws a jagged lightning bolt in the air, pantomimes throwing a grenade, and then pulls an imaginary knife from behind her back.]
GID00077130	[Then she moves her feet shoulder width apart, holds hands up in a martial arts stance, then turns both hands into pistols, pantomimes rapid-firing.]
GID00077131	[She then holds one pistol up, takes aim as if sighting along the barrel and does a single shot, ends with a nod.]
GID00077132	Those little company stores? Sinclair's toy boxes, put in a casino chip, get a treat, like you're some dog doing tricks.
GID00077133	Take any of the casino chips, put 'em into the machine, and you'll get something out - a snack, a cola, something to mend a tear in your shirt.
GID00077134	Sometimes you have to know exactly what to ask for, other times, there's codes for... eh, unconventional items. For emergencies.
GID00077135	The Cloud? Showed up after the Bomb. I think. I got used to it in small doses. Now, it covers the city.
GID00077136	Over the years, it kept climbing up out of the Sierra Madre, until it was curtains for the sun. Didn't see the sky again.
GID00077137	Doesn't seem to bother the Ghost People. Can't see through it too well, though, so sometimes I can use the Cloud for cover... if I get desperate.
GID00077138	Residential area, clinic, police station - should keep away from the police station, it's a Ghost People hangout.
GID00077139	Salida del Sol, Puesta del Sol are East Town, West Town. "Sunrise" and "Sunset." Or were when the streets and sky weren't covered with toxic gas.
GID00077140	Ghost People don't come into the Villa much. West Town and East Town, though... they're thick with the Cloud and Ghost People. Like hunting grounds.
GID00077141	Don't be long.
GID00077142	[Christine nods.]
GID00077143	Whatever you're planning, hurry.
GID00077144	Hrnnh. Dog will wait.
GID00077145	If so, the Sierra Madre Casino, in all its glory, is inviting you to Begin Again.
GID00077146	Come to a place where wealth, excitement, and intrigue await around every corner.
GID00077147	Stroll along the winding streets of our beautiful resort, make new friends... or rekindle old flames.
GID00077148	Let your eyes take in the luxurious expanse of the open desert, under clear starlit skies. Gaze straight on into the sunset from our Villa rooftops.
GID00077149	Countless diversions await.
GID00077150	Gamble in our casino, take in the theater, or stay in one of our exclusive executive suites that will shelter you - and cater to your every whim.
GID00077151	So if life's worries have weighed you down... if you need an escape from your troubles... or if you just need an opportunity to begin again, join us.
GID00077152	Let go and leave the world behind at the Sierra Madre grand opening, this October. We'll be waiting.
GID00077153	[The Hologram cashier nods, then a section of the tabletop slides away, and a package rises from it.]
GID00077154	[The Hologram cashier nods, then a section of the tabletop slides away, and a package rises from it.]
GID00077155	[The Hologram cashier nods, takes a step back, then the whole tabletop slides away. A package slowly rises from the opening, steam trailing from it.]
GID00077156	[You place the bills on the counter, a panel flips, taking the bills with it... and 100 Chips appear in their place.]
GID00077157	[You set the stack of bills down. A panel flips, there is a whir, series of clicks, and a stack of chips rises up in place of the bills.]
GID00077158	[Christine stares at the headless corpses for a second. Then she makes a slow, angry scowl.]
GID00077159	The quick... the quick scribe... jumped over the lazy paladin.
GID00077160	Mi-mo-mih.
GID00077161	This is Knight Christine Royce, of the Brotherhood... Christine Royce.
GID00077162	Ugh... feels like a sore throat - after chewing on nails.
