GID99999990	// Fallout: New Vegas Japanese Language Data 
GID99999991	// File Name: fonvj_dlc04_dialogue_en.txt 
GID99999992	// Output Date: 2015-11-06 14:02:02 JST 
GID99999993	// Fallout: New Vegas - Japanese Translation Team http://fonvj.ngnl.org/ 
GID00094411	<Confused beeping>
GID00094412	[FAILED] <Worried beeping>
GID00094413	[SUCCEEDED] <Happy beeping>
GID00094414	[SUCCEEDED] <Happy beeping>
GID00094415	[FAILED] <Happy beeping>
GID00094416	[SUCCEEDED] <Happy beeping>
GID00094417	[FAILED] <Happy beeping>
GID00094418	<Expository beeping>
GID00094419	<Expository beeping>
GID00094420	<Happy beeping>
GID00094421	[SUCCEEDED] <Happy beeping>
GID00094422	[FAILED] <Confused beeping>
GID00094423	[SUCCEEDED] <Happy beeping>
GID00094424	[FAILED] <Confused beeping>
GID00094425	<Happy beeping>
GID00094426	Mayday, mayday, mayday! This is NCR Trooper Gleeson calling anyone listening on this channel.
GID00094427	My platoon has been wiped out, and I am pinned down by a goddamn huge Deathclaw in a place called the Divide!
GID00094428	So far I've been able to scare it away with flares, but I lack any explosives to kill the damn thing! Please assist! I say again, please assist!
GID00094429	Mayday, mayday, mayday! This is NCR Trooper Gleeson calling anyone listening on this channel.
GID00094430	<Happy beeping>
GID00094431	[SUCCEEDED] <Happy beeping>
GID00094432	[FAILED] <Confused beeping>
GID00094433	[SUCCEEDED] <Happy beeping>
GID00094434	[FAILED] <Confused beeping>
GID00094435	<Happy beeping>
GID00094436	<Happy beeping>
GID00094437	<Confirmatory beeping>
GID00094438	<Confirmatory beeping>
GID00094439	<Inquisitive beeping>
GID00094440	[SUCCEEDED] No... no, I couldn't. And I'm thinking you can't kill me, either. If you did, you'd answer for it, just as I would.
GID00094441	Let the land do the killing for you, that's one of the things you taught me.
GID00094442	Killing is personal - so's vows, promises. Last bit's more important to me than the first.
GID00094443	[FAILED] Talking... words won't settle this. The Road will. And the end.
GID00094444	A question one could have asked you not long ago, before walking the road West into the storms.
GID00094445	Need to be here, see what was done. It's custom of the Bear to never see the marks it claws in the land... not my custom.
GID00094446	Maybe that's why you've come, too - need to see where the missile from Ashton touched ground down below, in Hopeville... the Courier's Mile.
GID00094447	Need to be here, see what was done. In the Divide, in Hopeville... the Courier's Mile.
GID00094448	No, opposite of that. It's where my tribe was taken. Where another history was put to the blade, lesson taught.
GID00094449	It is where we realized Vulpes did not approach us as equals. Where we realized the wolf had come, and we watched our history die.
GID00094450	Now it belongs to Legion... and all the death there now belongs to them as well. Not revenge... just the way of things when you own them.
GID00094451	No damage done, not yet. Maybe in years. Keeps the Bear fenced... if Caesar can't drive it back, fire might.
GID00094452	Only delays the end for the Bull, a new wall for them to scale and cross... once they're done with the Mojave. And Hoover Dam.
GID00094453	Never again do you or any other courier and caravan need walk that route. Let the Mojave breathe without that asphalt scar raking it.
GID00094454	Name's died twice to history. If the West thanks you... the East won't, in time. Fall apart, back to the tribes, maybe.
GID00094455	Name's died twice to history. If the West thanks you... the East won't, in time. Fall apart, back to the tribes, maybe.
GID00094456	Let's see what gifts the Mojave has for us.
GID00094457	Let's make something new from the old.
GID00094458	Not a camp - vigil, maybe. Never claimed it as mine. If anyone owns the Divide... your claim is stronger than mine.
GID00094459	Don't feel like adding a campfire to the ones that already burn below. If you brought Mojave gifts, might be able to shape something for the road.
GID00094460	Depends what history has to say about them. There's a lot the land can provide... if you know the road that led to it.
GID00094461	Mojave's got ways of healing most ills - if not, some tribe's usually found a way you didn't expect.
GID00094462	Like Healing Powders. Tribes back West only use Xander and Broc flower. There's a way the Twin Mothers in the East used to brew it, though.
GID00094463	Called it Bitter Drink, mixed up the Xander and Broc in a bottle, added some kick to it so your head doesn't get all clouded.
GID00094464	Antivenom's helpful around the Mojave with the Bark Scorpions. Even one sting can kill you. Tunneler bite can be just as bad.
GID00094465	My tribe, Twisted Hairs, had a better way than Antivenom, if you act fast.
GID00094466	Snakebite Tourniquet - cuts off the venom, no need to scavenge glands and blood. Or drink that mess.
GID00094467	Part of the reason we wore our hair like we did, like I do now.
GID00094468	Here's some for the road - trick to making it's not hard. Get bit, hook and twist it. Fast as blinking, doesn't give poison time to sink in.
GID00094469	Nothing more than I've already shared. We'll have to keep with what we know. Tired of history's lessons, anyway.
