GID99999990	// Fallout: New Vegas Japanese Language Data 
GID99999991	// File Name: fonvj_dlc02_dialogue_en.txt 
GID99999992	// Output Date: 2015-11-06 14:02:02 JST 
GID99999993	// Fallout: New Vegas - Japanese Translation Team http://fonvj.ngnl.org/ 
GID00087077	Just like that, huh? You got guts, I'll give you that. You sure you want to jump in blind? Ain't got no questions about where we're going or why?
GID00087078	I bet you are, but we only got room for one more on this expedition. You'll have to leave your friends behind.
GID00087079	I bet you are, but we only got room for one more on this expedition. You'll have to leave your friend behind.
GID00087080	I bet you are, but you ain't going nowhere loaded down like a pack brahmin.
GID00087081	I bet you are, but you ain't going nowhere loaded down like a pack brahmin.
GID00087082	Are you now? You know we ain't coming back this way for a good long while now, right? And you know about the weight limit?
GID00087083	I don't want no whining about "Oh, Mr. Masterson, I left my one-of-a-kind plasma cannon back at base, can we go back for it?"
GID00087084	You sure you're ready now?
GID00087085	You sure about that this time? We ain't coming back for a while.
GID00087086	Well I'll be. I was starting to lose hope we'd be able to get any of this, much less all of it. Tribals are smart but... well, they're ignorant.
GID00087087	Letting go of a taboo is difficult for them, so I knew it would have to be one of us. Turns out all it took was a Gentile. Or, uh... no offense.
GID00087088	These supplies are a godsend, but if we're going to evacuate Zion without drawing more White Leg attention, I need you to go back into the valley.
GID00087089	Specifically, I need you to scout out some locations for White Legs and try to recover a map of Grand Staircase, a wilderness area to the east.
GID00087090	There's also the matter of the roads. We're going to be heading out of the east side of the park, but I'm not sure the way is clear.
GID00087091	I appreciate it. Well, that's it. This is all we need. Now all that's left is to quietly pack up and try to get out of here without being noticed.
GID00087092	That's assuming that Joshua won't try to stop me. And that he hasn't talked you into fighting the White Legs despite what I've said.
GID00087093	Don't worry. I don't hold it against you. You're a - an outsider. Fighting seems like the practical solution. But there's more than that at stake.
GID00087094	You've done more than I could have ever hoped for. Thank you. And may God protect you for all of your days. Goodbye.
GID00087095	You let them die! They needed you! Why didn't you help them?!
GID00087096	Nevermind. I don't have time for this. Take the map. Just take it and go!
GID00087097	What uh... what do you want to know, exactly? I'm sure she could tell you much better than I.
GID00087098	Hoo! Glad to hear it! That'll be some happy mama, huh? Thank you - really. It means a lot to me.
GID00087099	Sure, hey, I understand. I wish it could have been done different, but at least the calf is back with its herd.
GID00087100	That's... not really what I was hoping for. I guess... I guess at least we don't have to worry about the Bighorners attacking the camp now. Hoy....
GID00087101	That's... not really what I was hoping for, but... I guess I can give the little guy a home. What the hell.
GID00087102	I can't tell you that! I have a sworn vow of secrecy, or something like that, to all the people I left behind.
GID00087103	I know everything! I know all about it! But I ain't about to tell the likes of you!
GID00087104	I have a sworn vow of secrecy, or something like that, to the people I left behind!
GID00087105	You been to Vault two-two, huh?
GID00087106	Huh? ...Of course I noticed! First thing I noticed about you!
GID00087107	Me, I'm so used to wearing mine, it's just normal. Don't think you're someone special just because you got one.
GID00087108	Earning my keep. Jed hired me on as a caravan guard for this expedition of his.
GID00087109	The work suits me. I've tried staying put in one place, but it never works out.
GID00087110	Grew up in New Reno, and I couldn't put that snakepit behind me fast enough.
GID00087111	Then I wound up wasting the prime of my life playing Sheriff in Caliente, little town north on the 93. Talk about a pain in the ass.
GID00087112	You ask me, best to keep moving. At least the scenery changes.
GID00087113	What? No... you must be mistaken. Daniel would have told me!
GID00087114	[SUCCEEDED] Hmm... all right, I reckon you know your limits.
GID00087115	You keel over on me out there, though, and I'll leave your ass. After we take everything useful you crammed in your pack.
GID00087116	[FAILED] That's exactly what I'm worried about. We got us some passes tighter than a virgin on her wedding night up there.
GID00087117	Last thing I need is some greenhorn getting stuck on a rock, slowing the whole caravan down.
GID00087118	[FAILED] That's exactly what I'm worried about. We got us some passes tighter than a- well, tighter than a Chairman's fist up there.
GID00087119	You get stuck in there, you'll slow the whole caravan down while we pry you loose. Begging your pardon, ma'am.
GID00087120	Heh. I do believe you could.
GID00087121	Heh. All right, I'll believe you - Lord knows I ain't going to pat you down to find out for myself.
GID00087122	Let me tell you a story. When I was a boy, a man came through the valley with one of the caravans. Tall man, big mustache, carried a guitar.
GID00087123	I asked what he did for his living, and the interpreter told me he was a singer.
GID00087124	"What is that?" I asked. The man explained that he went from place to place and sang for people, who gave him food and shelter and care in return.
GID00087125	I couldn't believe that there was a place in this world where a man could do that. I promised myself then that one day I'd explore that world myself.
GID00087126	Ya? What did he say?
GID00087127	This is true? You spoke to him? Oh, that is a relief. Grasas, na'ne.
GID00087128	Just don't. It makes the New Canaanites powerful uncomfortable, and it scares the britches off the tribals.
GID00087129	Don't talk about the Burned Man either, while you're at it. Trust me on this one, it's for your own good.
GID00087130	I do. A fine husband and three children. I miss them each day, but I take comfort in knowing they are safe.
GID00087131	A Sorrow's Yao Guai Fist is a sacred symbol. It shows that we belong to the tribe and have willingly undertaken a dangerous quest to aid the tribe.
GID00087132	Each Sorrow makes his own - and only after hunting and slaying a Yao Guai that threatened our people.
GID00087133	Our shaman, White Bird, oversees the rites. Perhaps if you spoke to him, he would allow you to undertake such a quest.
GID00087134	The job is simple - help us get this caravan into Zion and find New Canaan. The pay is 25 caps per day, half up front, half on return.
GID00087135	You'll get a bonus if we make it into Zion, plus another bonus if we reach New Canaan.
GID00087136	Oh, one more thing - don't mention the name Joshua Graham to anyone. Anyone.
GID00087137	Mostly it's the mountain Bighorners - whole herd of them up on the cliffs there. Usually they're not too aggressive, but lately... hoo!
GID00087138	My guess is one of the calves got lost somewhere along the way. Bighorners are communal - one missing calf, and the whole herd gets ornery.
GID00087139	If that calf doesn't turn up soon, they might very well come down into the valley and attack the camp.
GID00087140	You change your mind about helping out?
GID00087141	Mostly it's the mountain Bighorners - whole herd of them up on the cliffs there. Usually they're not too aggressive, but lately... hoo!
GID00087142	My guess is one of the calves got lost somewhere along the way. Bighorners are communal - one missing calf, and the whole herd gets ornery.
GID00087143	If that calf doesn't turn up soon, they might very well come down into the valley and attack the camp.
GID00087144	You might try luring the baby out with some banana yucca. These Bighorners go crazy for the stuff.
GID00087145	Best place to look for Back When stuff is the taboo places. Sorrows and Dead Horses don't go in there, and even White Legs don't like them much.
GID00087146	I thought he might. It's been some time since I've visited... civilized places. I don't have fond memories of them.
GID00087147	But I have always seen these places from the outside. I'd rather not influence him more than I already do. Why don't you talk to him?
GID00087148	Imagine New Vegas if there was no Mr. House-type fella keeping the peace, then give everybody a gun and a Jet addiction.
GID00087149	Town's run by a bunch of crime families, no law to speak of. Make trouble, and you wind up buried in Golgotha, outside town.
GID00087150	The scuzz factor's off the charts. Non-stop whoring and drugs. Couldn't walk down the street without getting asked to star in a porn movie.
GID00087151	So I got my ass out of there while I still owned it. Guess I figured the answer to every problem was rule of law. Naive, huh?
GID00087152	That is a sad story. I do not like to tell it, but if you are asking, it must be at White Bird's request. That, I will honor.
GID00087153	Long ago, a girl lived among this tribe. She was a curious child, and a clever one, and her mother had a devil's time watching over her.
GID00087154	One day, the child slipped away from camp and went to play in the caves nearby. The girl did not know that a Yao Guai slept in that cave.
GID00087155	The girl died. The tribe wept, for the girl had died before her naming day, and her ghost would remain restless and wandering upon the earth.
GID00087156	Many hunters tried to kill the beast, but it eluded them, or drove them off. The shaman said that since it had consumed the girl, the two were one.
GID00087157	So we call the beast Ghost of She, for the child had no name to be called. That is the story of the Ghost of She. It is a sad story. It is our story.
GID00087158	You ain't never been to Zion, have you? We'll be passing through a whole mess of narrow slot canyons and high, rough passes.
GID00087159	A big pack'll get you wedged in like a Super Mutant crawling through a storm drain, and too much weight will kill you in the thin air.
GID00087160	We're a smaller company out of Sac-Town, up in the northern part of the NCR. We run some business through New Reno, there on the "Little Loop."
GID00087161	Had a nice run to Salt Lake City, too - but then we lost contact with New Canaan, and that went all to hell.
GID00087162	He's been the chief of our tribe since he came back to the Valley. He went off to the civilized world years ago, to fight a war. That didn't go well.
GID00087163	White Legs - nasty bunch. They been raiding deeper into Zion ever since New Canaan was wiped out.
GID00087164	Uh, how you think? I shoot things in the eye, that's how good I am! Yeah, I'm that good!
GID00087165	Why, uh, once I got jumped by three... Deathjaws! Except actually it was four of them! Imagine that!
GID00087166	But I didn't panic, because... because I never panic! What I did was become a storm of death! Shot every one of them monsters "pop" in the eye!
GID00087167	Well, I grew up near Dayglow out west, so yeah, I grew a third nut that glows in the dark!
GID00087168	I'll drop trou for you out on the trail after dark, sis. Let you see what you're working with, know what I mean?
GID00087169	Where the fuck you think? Vault two-two! That's where I grew up!
GID00087170	Place lived up to its name, that's for sure.
