GID99999990	// Fallout: New Vegas Japanese Language Data 
GID99999991	// File Name: fonvj_dlc02_note_ja.txt 
GID99999992	// Output Date: 2015-11-06 14:02:02 JST 
GID99999993	// Fallout: New Vegas - Japanese Translation Team http://fonvj.ngnl.org/ 
GID00086060	9月20日
GID00086061	彼らは数える限り28人だ。大人の男が11人で女が8人。残る9人が2歳から10歳の子供だった。状態の悪いいくつかのライフルと拳銃を持っている。ぼろぼろの旧世界の衣服だ。
GID00086062	9月22日
GID00086063	昨夜彼らの会話が聞こえる程度まで近寄った。スペイン語、だと思う。メキシコ出身か?
GID00086064	彼らが集まって"paradeeso"と言うのを聞いた。パラダイスのことだろう。今はここに定着しているようだ。
GID00086065	無害のように思う。おそらく。
GID00086066	10月5日
GID00086067	私が"Maria"と呼んでいる人物が妊娠した。父親は"Jose"だと思うが、彼女は"Pablo"とも長いこと一緒にいる。
GID00086068	10月7日
GID00086069	"Pedro"が走って小川へ小便をしにいく際、彼が左を向いたら私は見られていた。近すぎた。距離をとる必要がある。
GID00086070	11月10日
GID00086071	bighornを追って"Jose"は足を骨折した。彼がそれを伝えようにもキャンプはあまりにも遠い。彼を放っておけと自分に言い聞かせるが無理だった。彼らのキャンプから300ヤードのところで、私はできる限りのJoseの叫び声のマネを、彼らがこちらを見に来るまで続けることで、彼らを本物のJoseの声が聞こえる山頂まで誘導した。
GID00086072	恐らく彼はもうだめだ。複雑骨折で、皮膚を突き破っている。
GID00086073	11月11日
GID00086074	"Infec-shee-own.(infection)"数多くの同じようないまいましい言葉が出てくる。私もスペイン語がうまくなったと思う。しかしどうせJoseの足は彼を死へ導く。彼にとっては自然なことだが、もちろん彼らは祈りを捧げている。
GID00086075	11月12日
GID00086076	昨夜彼らのキャンプのはずれにある岩に抗生物質の入ったボトルを置いた。言うまでもなく彼らは神(Dee-os)に感謝した。神は世界を燃やすにふさわしいと決めたように思ったが、岩の上に薬を置くだけの慈悲はあったようだ。
GID00086077	11月15日
GID00086078	Joseはずっと足を引きずるだろうが、それ以外は大丈夫だ。今月の善行だな。
GID00086079	彼らは冬を越せるだろうか?
GID00086080	やぁMandy、
GID00086081	ZionにあるGeneral StoreのHorace Applebaumだ。3週間前De-Luxe Mountain Man All-In-One Survival Kitsの注文書を発行した。-知っての通りコンパス1個、トランシーバー1組、そして満タンの救急箱のことだよ?
GID00086082	君にこれを書いている理由は、今日(2057/6/15)私がまだ荷物を受け取っていないからなんだ。Kitsが売り切れてしまった、そして夏の旅行シーズンが近づいているから新しいのが大至急必要だ。
