GID99999990	// Fallout: New Vegas Japanese Language Data 
GID99999991	// File Name: fonvj_dlc02_note_en.txt 
GID99999992	// Output Date: 2015-11-06 14:02:02 JST 
GID99999993	// Fallout: New Vegas - Japanese Translation Team http://fonvj.ngnl.org/ 
GID00086060	September 20th
GID00086061	I count 28 of them. 11 adult males, 8 females, 9 children aged 2 - 10. Some rifles and pistols in bad repair. Old world clothes, ratty.
GID00086062	September 22nd
GID00086063	Got close enough last night to hear them talk. Spanish, I think. From Mexico?
GID00086064	Heard them say "paradeeso" a bunch. Think that means paradise. Here to stay, then.
GID00086065	Seem harmless. SEEM.
GID00086066	October 5th
GID00086067	The one I call "Maria" is pregnant. Think the father is "Jose" but she spends a lot of time with "Pablo" too.
GID00086068	October 7th
GID00086069	"Pedro" ran out to pee in the stream and would've seen me if he looked to his left. Too close. Need to give them space.
GID00086070	November 10th
GID00086071	"Jose" broke his leg chasing a bighorn. Too far from camp for them to hear. Told myself to leave it be but couldn't. 300 yards from their camp did my best Jose screaming imitation until a bunch of them came looking, then strung them along to the crest where they could hear the real Jose.
GID00086072	Probably useless. Compound fracture, broke the skin.
GID00086073	November 11th
GID00086074	"Infec-shee-own." So many goddamn words nearly the same, think I'd be fluent. But anyway Jose's leg has got it so he's going to die. Nature for you. Of course they're giving prayer a try.
GID00086075	November 12th
GID00086076	Left bottle of antibiotics on a rock outside their camp last night. They thanked God (Dee-os) of course. As though that asshole saw fit to burn the world but still cared enough to leave some medicine on a rock.
GID00086077	November 15th
GID00086078	Jose will always limp but otherwise he'll be okay. Good deed for the month.
GID00086079	Will they make it through the winter?
GID00086080	Hi Mandy,
GID00086081	This is Horace Applebaum out at the Zion General Store. I placed an order three weeks ago for the De-Luxe Mountain Man All-In-One Survival Kits - you know, the ones that come with a compass, a pair of walkie-talkies, and a full first aid kit?
GID00086082	I'm writing to you because, as of today (06/15/2057), I still haven't received the shipment. I'm fresh out of the kits here, and with the summer tourist season picking up I really need the new ones ASAP.
GID00086083	Thanks,
GID00086084	Horace
GID00086085	February 28th
GID00086086	Ambush in the narrows. 6 males killed. Took a 10mm through thigh, steel jacket, missed femoral. Lucky. Used tourniquet to make sure no blood spattered on rocks back to cave. Have set traps all along entrance passage but if they find me it will be matter of time. Still, 24 confirmed kills in 10 days = at least 1/3rd their combat force, not bad for an old man.
GID00086087	March 2nd
GID00086088	Lucky lucky lucky lucky. Patrol was small - 3 men. Screaming woke me - point man caught under deadfall. Panic fire ricocheted into the cave, almost hit me. Crawled forward and killed them all with SMGs. Nearly used frags, stupid, finger in pin when remembered ricochets.
