GID99999990	// Fallout: New Vegas Japanese Language Data 
GID99999991	// File Name: fonvj_dlc04_dialogue_ja.txt 
GID99999992	// Output Date: 2015-11-06 14:02:02 JST 
GID99999993	// Fallout: New Vegas - Japanese Translation Team http://fonvj.ngnl.org/ 
GID00094411	<混乱したビープ音>
GID00094412	[失敗] <心配そうなビープ音>
GID00094413	[成功] <幸せそうなビープ音>
GID00094414	[成功] <幸せそうなビープ音>
GID00094415	[失敗] <幸せそうなビープ音>
GID00094416	[成功] <幸せそうなビープ音>
GID00094417	[失敗] <幸せそうなビープ音>
GID00094418	<説明的なビープ音>
GID00094419	<説明的なビープ音>
GID00094420	<幸せそうなビープ音>
GID00094421	[成功] <幸せそうなビープ音>
GID00094422	[失敗] <混乱したビープ音>
GID00094423	[成功] <幸せそうなビープ音>
GID00094424	[失敗] <混乱したビープ音>
GID00094425	<幸せそうなビープ音>
GID00094426	メーデー、メーデー、メーデー! こちら NCR 隊員 Gleeson、誰かこの周波数を聞いている者に連絡する。
GID00094427	当小隊は壊滅だ、しかも私はこの Divide とかいう場所の馬鹿デカい Deathclaw のせいで身動きが取れない!
GID00094428	幸いそいつをフレアを使って威嚇できているが、このクソ野郎をブッ殺す爆薬はもうないんだ! 援護を求む、繰り返す、援護を求む!
GID00094429	メーデー、メーデー、メーデー! こちら NCR 隊員 Gleeson、誰かこの周波数を聞いている者に連絡する。
GID00094430	<幸せそうなビープ音>
GID00094431	[成功] <幸せそうなビープ音>
GID00094432	[失敗] <混乱したビープ音>
GID00094433	[成功] <幸せそうなビープ音>
GID00094434	[失敗] <混乱したビープ音>
GID00094435	<幸せそうなビープ音>
GID00094436	<幸せそうなビープ音>
GID00094437	<確証を持ったビープ音>
GID00094438	<確証を持ったビープ音>
GID00094439	<知りたそうなビープ音>
GID00094440	[成功] いや…違う、出来なかった。それにお前には俺を殺せないとも考えている。もしお前が殺していれば、俺と同じように責任を負うことになっただろう。
GID00094441	土地に殺人を犯させる、お前が俺に教えてくれた事の一つだ。
GID00094442	殺人は個人的で-誓いや約束のようなものだ。最後のひとつは、最初のものよりも俺にとってより重要だ。
GID00094443	[失敗] 対話か…言葉が解決することじゃない。道がする。そして終わりだ。
GID00094444	そう遠くない昔、つまりお前が嵐の中を西に向かって歩みだす前にも問い得た質問だ。
GID00094445	この場所で必要なのは、何が行なわれたのかを確かめることだ。土地に刻まれる爪痕を顧みないのは熊のやり方だ…俺は違う。
GID00094446	それがお前がここに来た理由でもあるのだろう。-Ashtonから飛んできたミサイルがHopeville…「運び屋の道」のどこに着弾したのかを確かめる必要があるんだ。
GID00094447	この地で必要なのは、何が起こったのかを確認すること。The Divideの、Hopevilleの…「運び屋の道」の中で。
GID00094448	いや、その反対だ。そこは俺の部族が移動した場所だ。そこでは別の歴史が刃にかけられ、教訓となった。
GID00094449	そこはVulpesは俺達に平等に接しないということを学んだ場所だ。狼がやってきたことに我々が気付き、我々の歴史が死ぬところを目撃した場所だ。
GID00094450	今やあそこは Legion の物だ… そしてあそこでの死もまた奴等のものだ。復讐では無い…お前がそれらを手に入れる手段だ。
GID00094451	未だ、被害は無い。数年間はな。「熊」を囲んでおく… もし、Caesar に追い返せないのなら、撃て。
