GID99999990	// Fallout: New Vegas Japanese Language Data 
GID99999991	// File Name: fonvj_dlc04_description_ja.txt 
GID99999992	// Output Date: 2015-11-06 14:02:02 JST 
GID99999993	// Fallout: New Vegas - Japanese Translation Team http://fonvj.ngnl.org/ 
GID00094371	もっと拡大できるようにする
GID00094372	ロケットの弾速を高める
GID00094373	弾の拡散を抑える
GID00094374	武器の最大耐久度を増加させる
GID00094375	弾倉を大きくする
GID00094376	ファイヤレートを増加させる
GID00094377	Divideに在る日誌への記入を全て見つける
GID00094378	6人目の運び屋の過去...あなたの過去に触れた6つの文書をすべて見つけ出す。
GID00094379	Ulyssesの過去を全て解明する
GID00094380	散らばったED-Eのアップグレードの部品を全て見つける
GID00094381	Ashton siloから核ミサイルを放つ
GID00094382	Lonesome Roadを完了させる
GID00094383	すべての場所を発見する
GID00094384	思い切って Courier's Mile に入る。
GID00094385	ユニーク武器の全てのアップグレードの部品を入手する
GID00094386	ED-Eと共に旅をする事であなたは彼と連携する機会が得られ、5ランクの潜在能力のボーナスが開放されます。ED-E があなたのパーティに居る間、両者で得られます:[CRLF][CRLF]Rank 1 - Weapon Condition Bonus (日に一度、会話から武器のコンディションを 25% 修理)[CRLF]Rank 2 - Energy Cell Manufacture (日に一度、会話から Energy Cell か Microfusion Cell を作成)[CRLF]Rank 3 - Increased DT (+2 DT)[CRLF]Rank 4 - Damage Bonus (ビーム兵器のダメージ +5)[CRLF]Rank 5 - V.A.T.S. Attack Bonus (V.A.T.S. 時の命中率 +5%)
GID00094387	Divide にある核弾頭を全て爆発させた。
GID00094388	あなたは ED-E を Ulysses' Temple に残しました ‐ どのみちあなたは助けを必要としていた訳ではありません。仲間が居ない間、あなたの攻撃はダメージが +10% され、VATS での精度が +10% されます。
GID00094389	あなたは Marked Men から拷問を受けたことがある… 今が復讐の時だ。(Marked Men に対してダメージ +10%、DR +10%)
GID00094390	ロボット構成要素についての知識によって、あなたはより簡単にロボットを破壊し、残骸をサルベージ出来ます。ロボットに対して +25% のクリティカルヒットのチャンスが得られます。そしてあなたが破壊したロボットから、より役に立つ部品が見つけられます。
GID00094391	あなたはとてもコソコソとしているのでPip-Boyのライトを点けたままでもSneakが出来るようになりました。Pip-Boyのライトが点いていても消えていても、いつでもSneakペナルティーを受けることがありません。
GID00094392	かつてあなたは悪党だったのかも知れませんが、現在はそうではありません。あなたの Karma は 0 にリセットされ、AP が 25% 速く回復し、攻撃速度が 20% 上昇します(Bad Karma が必要)。
GID00094393	誰もがあなたは死んだと考えたため、あなたの物語に名高い過去は忘れ去られました。あなたのKarma はリセットされ、与えるダメージが 10% 増加し、Karma 100 ポイントごとに Health が 10 上昇します。あなたは更にクリティカルヒットに免疫を持ちます(Good Karma が必要です)。
GID00094394	あなたは何度も危機一髪の状況を経験してきました。あなたがHealth 25%以下で戦闘を終えたとき、Luckが3分間4上昇します。また、あなたはクリティカルヒットに対して免疫を持つようになり、あなたがクリティカルヒットを与えた場合ダメージが 50% 増加します(Neutral Karma が必要です)。
GID00094395	多くの装備を持つウェイストランダーが勝利する!(...あるいは少なくとも生き残ります)。あなたは追加で50ポンドの装備を運べるようになります(Strong Back Perk の効果にも加算されます)。
GID00094396	あなたは屋根の下よりも開けた星空の下の方がよりくつろげます。屋外で眠る際、ベッドを所持していなくても Well Rested の利益を得ることができるようになります。
GID00094397	あなたはあらゆる危険に対して感覚を鋭敏にしておくことを学びました。移動せずにしゃがんでいるとき、あなたの Perception は+2され、敵があなたを見つける前に、あなたが敵を見つけるのに役立ちます。
GID00094398	あなたはただ本を読むだけでなく、それらを引き裂きます。あなたが拾ったDamaged Booksは白紙の雑誌になり、それらを用いて作業台で既存のスキル雑誌をコピーすることができます(もしくは、白紙の雑誌を本に戻すこともできます)。
GID00094399	あなたの感覚はとても鋭くなっており、ごく僅かな地面の振動も感じ取れます。外にいる間、PerceptionとAgilityが+1されます。
GID00094400	眠ることによりいつでも、あなたは全ての放射能汚染及び体力を回復します。(ハードコアでは、体力は回復しませんがRAD値が100減少します)
GID00094401	ウエストランドはあなたに試練を与え、あなたはその苦しみを身に刻みました。あなたはlevelが1上がるごとに+1%経験値を得ることが出来ます。(例えばlevel25ならば+25%となります)
GID00094402	The Divideのごみごみした場所は、あなたに頭を低くするよう教えました。軽装アーマーを装備し、スニークモードでいる限り、あなたの移動速度は大幅に上昇します。
GID00094403	専政者は常にかくのごとし!S.P.E.C.I.A.L.の内、任意の一つを増加できます。また、Caesar's Legion の背後を破壊したことにより NCR から好評を得ますが、Caesar's Legion からは悪評を得ます。
GID00094404	それは彼らが失ったものを生者に思い出させる死者の重荷である...S.P.E.C.I.A.L.の内、任意の一つを増加でき、あなたの破壊的な傾向により Boomers と Powder Ganger から好評を得ます。しかし、NCR とCaesar's Legion からは悪評を得ます。
GID00094405	もはや NCR は東部の侵略を継続できない。S.P.E.C.I.A.L.の内、任意の一つを増加できます。またNCR の故国を壊滅させたことにより Caesar's Legion から好評を得ます。しかし、NCR からは悪評を得ます。
GID00094406	The Divideは街を引き千切り人肌に鞭打ち世界を破滅の危機に追い遣りましたが、あなたは生き延びました - そして破滅を阻止しました。S.P.E.C.I.A.L.の内任意の一つを増加でき、新たなハルマゲドンから世界を救ったのでFollowers of the Apocalypseとthe Brotherhood of Steelからの評判が良くなりました。
GID00094407	コンパニオンバージョンの Camarader-E
GID00094408	Divideにある全ての"RALPHIE the Robot"のポスターを見つける。
GID00094409	ED-Eは地雷を作動できません。テキスト翻訳は不要です。
GID00094410	ED-Eがコンパニオンの間、プレイヤーはより遠距離の敵を発見できるようになります。さらにコンパスに表示される上に、ステルスボーイ使用中であってもV.A.T.Sで狙うことができます。
