GID99999990	// Fallout: New Vegas Japanese Language Data 
GID99999991	// File Name: fonvj_dlc01_description_en.txt 
GID99999992	// Output Date: 2015-11-06 14:02:02 JST 
GID99999993	// Fallout: New Vegas - Japanese Translation Team http://fonvj.ngnl.org/ 
GID00076948	When Christine is a companion, she grants you a short period of time near a speaker before your bomb collar starts to activate as well as increasing the amount of time before your bomb collar detonates by 50%.
GID00076949	When Dean is a companion, he grants you a short period of time before taking damage inside a toxic cloud as well as reducing the amount of damage you take inside the toxic cloud by 25%.
GID00076951	Elijah obviously intended this to go to Veronica, but you earned it, right?[CRLF][CRLF]You've learned Elijah's secret Melee Weapon technique and your Critical Hits now do 150% more damage.
GID00076952	Heavy armor just isn't your thing, so you've learned to customize light armor for maximum benefit. While wearing light armor you gain a +5% Critical Hit Chance and your enemies suffer a -25% Critical Hit Chance.
GID00076953	Beams reflect off the mirror-like finish of your gleaming armor! You gain an additional +5 Damage Threshold against energy weapons while wearing any metal armor, +2 while wearing reflective eyewear.
GID00076954	You've discovered a Shotgun technique that has a chance to knock an enemy back.
GID00076955	Thanks to unclean living you've learned the secrets of the lounge lizards! [CRLF]+25% Addiction Resistance. +50% Health bonus from Snack Foods. Scotch, Vodka and Wine now give you Health in addition to their normal effects.
GID00076956	Survival is the mother of invention! Craft ammo at the Reloading Bench using alternate materials (Scrap Metal and Tin Cans).
GID00076960	You deal with Ghost People with ruthless efficiency. When you put them down, they stay down.
GID00076961	You've learned the recipe to make slugs for the Vending Machines out of Scrap Metal and the acid from Fission Batteries. Craft them at the Workbench and spend them just like Chips!
GID00076962	You've learned to make a mysterious edible substance at a Camp Fire out of scrap materials (Cloud Residue, Tin Cans, Junk Food) that provides +75 HP, +4 END, and +2 STR... but watch out, it's also highly addictive (15% chance of addiction).
GID00076963	Collected a lot of Sierra Madre Chips.
GID00076964	Used Sierra Madre Vending Machines.
GID00076965	Killed 10 Harvesters.
GID00076966	Killed 10 Seekers.
GID00076967	Killed 10 Trappers.
GID00076968	Used Poisons.
GID00076969	Have you been working out? Weapons heavier than 10 lbs. now weigh half as much for you. (Modified weapons that drop below 10 lbs. will not gain this benefit.)
GID00076970	With the Hobbler perk, your chance to hit an opponent's legs in V.A.T.S. is significantly increased.
GID00076971	Found Dean's Secret Suitcases.
GID00076972	Alerted Sierra Madre Holograms 20 times.
GID00076973	Recruited Dean Domino, Christine, Dog... and what's inside Dog.
GID00076974	Completed the Sierra Madre Gala Event.
GID00076975	Confronted Father Elijah in the Sierra Madre's Vault.
GID00076976	Saved Father Elijah in the Sierra Madre's Vault.
GID00076977	Saved All Companions.
GID00076978	Destroyed All Companions
GID00076979	The Sierra Madre was believed nothing more than a Mojave legend, a fabled City of Gold, where fortune could be found.
GID00076980	The Pip-Boy 3000 is a safe, secure piece of Pre-War technology. It guarantees privacy, safety, and guidance in times of need.
GID00076981	The Clinic boasted a holographic security system. The Security Hologram was immune to attacks. Only its emitter could shut it down.
GID00076982	Mojave travelers have mysteriously vanished after claiming to have heard a woman's voice on a Pre-War radio broadcast. They are never heard from again.
GID00076983	According to prospector stories, the Sierra Madre lies in a dead city, surrounded by a poisonous cloud.
GID00076984	Bomb collar technology existed before the war, they come in several models. Their Pre-War use was unknown.
GID00076985	In Hardcore mode, the poisonous Cloud that blankets the Sierra Madre slowly reduces health the longer one is outside.
GID00076986	The Sierra Madre's concentrated toxic clouds erode health more quickly.
GID00076987	Construction of the Sierra Madre casino began a few years before the Great War.
GID00076988	The Sierra Madre chief architect and financier was Frederick Sinclair. The casino was intended as a place for guests to reverse their fortunes and "begin again."
GID00076989	The origins of the Ghost People are a mystery, as is their strange reverence of the holographic ghosts that fill the city streets.
GID00076990	The Ghost People are difficult to kill, and anyone who has survived an encounter with them suggests simply avoiding their attention.[CRLF]
GID00076991	Dismemberment, energy weapons, explosives... and devouring... work best against the Ghost People of the Sierra Madre.
GID00076992	Speakers were specially shielded to prevent vandalism. Some have broken over time, however, and these damaged speakers can be destroyed.
GID00076993	While radios can be destroyed, destroying the Villa speakers depend on how well the speakers have held up, and if there are terminals controlling them.
GID00076994	As part of casino policy, Sinclair forbade chems and "foreign substances" in the Villa and the Sierra Madre.
GID00076995	All of the Madre's and Villa's conveniences were supplied by machines tied to the casino.
GID00076996	Where the Vending Machine technology came from is unknown. While they take Sierra Madre Chips, they seem to supply a number of non-commercial services.
GID00076997	It is easy to become separated and lost in the Cloud and the Villa. Keep teammates close - or tell them to wait in a place where you can find them again.[CRLF]
GID00076998	Radios that interfere with collars can be shot or switched off. Speakers, however, may be shielded depending on the activation light.
GID00076999	According to legend, the Sierra Madre is said to be filled with Pre-War ghosts, and sections of the city are haunted.
GID00077000	The Residential District of the Villa was a place for the casino's high rollers and entertainers to enjoy the outdoors of the Villa... in seclusion.
GID00077001	Radio interference can be ended by destroying or switching off radios.
GID00077002	The Nightkin are Super Mutants, stealth troops created by the Master. They scattered across the wasteland after his defeat, taking refuge in remote locations.
GID00077003	Nightkin's prolonged used of Stealth Boy technology has led to mental instabilities, including schizophrenia and multiple personality disorders.
GID00077004	It is unknown why Sinclair tied the opening of the casino's gates to the Gala Event.
GID00077005	The Sierra Madre's Gala Event is said to be a series of lights, music, fireworks in the sky, and a final stunning light show.
GID00077006	The Sierra Madre was Frederick Sinclair's last venture before the Great War.
